"Id","Regiao","Prima","CustoProduto","Pmaquinabase","Pmaquina1","Pmaquina2","Pmaquina3","Cmaquina1","Cmaquina2","Cmaquina3","Resposta"
463,"553",2417,27856,874.36,4283.81,5591.9,5887.08,920.514899908797,874.36,669.824587635688,0
3057,"552",3240,73840,1548.03,2228.94,2652.97,2912.89,1699.69547590059,1548.03,1300.6049778927,0
632,"558",6617,264716,2610.11,3970.68,4490.09,4491.75,2611.07496564657,2610.11,2308.17457440719,0
3310,"554",1493,33614,1424.05,2145.85,2571.05,2736.65,1515.7723235643,1424.05,1188.54074891581,0
2704,"558",2901,39163,1314.49,1971.54,2254.18,2389.54,1393.42307828124,1314.49,1149.67288087021,0
13,"553",1817,43511,1879.19,2402.73,3251.87,3449.9,1993.6275376937,1879.19,1388.48914277016,1
1931,"560",1876,38589,976.16,1442.71,1467.81,1582.25,1052.2677730769,976.16,959.467365394704,0
2358,"556",1623,16120,1095.79,4886.69,5464.43,5728.59,1148.7623843841,1095.79,979.934967617848,0
1393,"552",1618,33653,903.47,1822.19,1986.38,2124.19,966.150454243397,903.47,828.79106681501,0
2993,"553",2031,34436,688.82,1163.09,1299.66,1402.47,743.309315821061,688.82,616.437878983734,0
3310,"556",1669,20376,1202.43,1892.22,2031.79,2156.77,1276.39418990152,1202.43,1119.8313283361,0
319,"552",5435,96351,2631.23,4590.32,5316.94,5565.48,2754.22666804591,2631.23,2271.64265415822,0
3602,"554",3798,41450,1100,1702.9,2284.96,2508.86,1207.7874448568,1100,819.791156081507,0
2844,"553",969,21797,929.69,1447.84,1477.37,1606.76,1011.11346812241,929.69,911.107149596919,0
3310,"552",2224,46164,1898.57,2436.42,2733.33,2912.62,2023.10476722533,1898.57,1692.33642458101,0
1030,"553",3498,52697,825.19,3591.85,3905.21,4154.66,877.9000067602,825.19,758.97549722038,0
3310,"556",3648,71896,2410.78,4221.89,5405.27,5665,2526.62100135608,2410.78,1882.9860440274,0
1501,"554",4420,44351,868.47,2010.89,2193.17,2335.64,924.886475193441,868.47,796.289224410328,0
1373,"554",3247,13638,1040.92,1680,2163.05,2395.86,1152.9546664201,1040.92,808.462864936086,0
3970,"557",1645,49090,1070.31,1353.96,1439.96,1500.43,1115.25683581488,1070.31,1006.38693269257,2
1978,"554",5255,60153,1231.12,2382.88,3155.57,3403.99,1328.03904486353,1231.12,929.661273747691,0
3830,"555",2195,19233,1182.2,1567.06,1472.72,1655.73,1329.10804905209,1182.2,1257.9297707643,2
417,"557",1876,33523,620.61,1288.71,1336.77,1451.51,673.879291949999,620.61,598.297622702484,0
4055,"554",1618,41916,597.1,1204.06,941.02,1030.14,653.64880023804,597.1,764.00525599881,3
3545,"553",3257,60645,1308.4,2731.49,3161.31,3412.53,1412.37469656566,1308.4,1130.50650394931,0
779,"555",1833,40997,803.84,1277.66,1608.2,1786.56,892.991164283049,803.84,638.623438875762,0
3720,"554",1600,20476,717.16,1400.37,1538.01,1762.72,821.940218334081,717.16,652.979726529736,0
1914,"553",3145,83437,1432.01,4563.33,5816.89,6132.6,1509.73192307229,1432.01,1123.40687090524,0
2018,"552",1935,29008,982.61,1377.87,1290.62,1382.88,1052.85189815747,982.61,1049.0375483876,0
1332,"554",3531,30320,867.39,1544.3,1857.13,2027.84,947.121708011825,867.39,721.279811860236,0
3310,"554",7077,159375,3422.3,4433.33,5299.06,5521,3565.63584862221,3422.3,2863.18427400331,0
1947,"554",1935,26879,1046.71,1950.55,2113.64,2325.95,1151.84947507617,1046.71,965.945094954675,0
3606,"556",1833,49954,793.28,1453.29,1434.2,1519.68,840.56041723609,793.28,803.838998187143,0
148,"553",3315,65304,2520.21,4623.28,5490.75,5863.84,2691.45530326458,2520.21,2122.04826094796,1
1777,"554",1773,23335,652.63,1195.9,1201.13,1292.62,702.340787924704,652.63,649.788296853796,0
802,"557",2768,50700,1901.51,4057.22,5385.06,5700.1,2012.75327498672,1901.51,1432.638522542,0
1089,"552",2328,44304,1365.34,2569.42,3617.16,3922.58,1480.62440621924,1365.34,969.858093863694,0
887,"556",1749,40176,963.45,1388.23,1454.71,1536.75,1017.784841996,963.45,919.420498587347,0
3759,"554",1833,50671,1059.39,1735.31,1581.1,1704.12,1141.81752374929,1059.39,1162.71586926823,2
3310,"556",2057,20370,925.89,1319.47,1561.63,1712.05,1015.07397687032,925.89,782.313402214353,0
794,"558",6192,82477,946.41,1848.33,2031.94,2240.23,1043.4245471323,946.41,860.890575164621,0
3310,"554",1493,31806,1186.65,2549.9,2886.02,3103.64,1276.12920423282,1186.65,1048.44693903715,0
3310,"558",2296,21220,2895.64,3548.42,3894.82,4170.82,3100.83475611196,2895.64,2638.10571189426,0
3310,"558",5303,212142,2120.75,3182.12,3606.41,3606.41,2120.75,2120.75,1871.24619496951,0
1497,"556",1852,40085,1164.71,1600.54,1962.03,2067.17,1227.12372935174,1164.71,950.120509574267,0
3310,"553",1721,52088,1060.27,1782.79,2014.02,2178.36,1146.78590937528,1060.27,938.540209779446,0
408,"554",2195,14189,974.85,2358.84,1969.71,2275.59,1126.23630458291,974.85,1167.43844220723,0
3310,"554",7704,48524,835.52,1579.54,1988.68,2150.94,903.691588792566,835.52,663.624746464992,0
998,"554",1749,20786,451.93,964.91,889.85,985.32,500.416550654605,451.93,490.050880822611,0
2517,"558",1746,47477,1061,1409.78,1515.06,1638.04,1147.12317663987,1061,987.272174039312,0
3607,"559",1854,27208,1044.18,1824.66,2076.13,2266.05,1139.6993873216,1044.18,917.704324295685,0
371,"559",1514,61321,964.17,1615.89,1673.37,1749.69,1008.14440757274,964.17,931.0509100199,0
3310,"556",1910,23624,911.14,1581.49,1842.83,2025.55,1001.48121476208,911.14,781.92714390367,0
365,"560",3587,73760,2383.27,3404.07,4071.33,4406.33,2579.3718757998,2383.27,1992.67018613082,0
2602,"560",6824,141196,2310.44,2485.98,2547.71,2651.45,2404.51862182116,2310.44,2254.45895773067,0
2332,"556",2614,34579,2090.06,4748.65,5963.15,6291.5,2205.14534935395,2090.06,1664.38265329566,0
2849,"555",3438,24957,720.55,1176.98,1669.24,1952.76,842.935238791306,720.55,508.059319810213,0
3458,"558",2901,29477,981.19,1472.63,1492.69,1743.6,1146.12068413401,981.19,968.003959093985,0
3713,"554",2901,70545,2509.09,3323.19,4249.47,4441.32,2622.36740082881,2509.09,1962.17005817196,0
3310,"553",2525,41954,1214.95,2061.84,1303.33,2567.69,2393.57259136213,1214.95,1922.02474277428,0
2769,"560",2029,25294,2768.42,3273.67,4037.36,4161.64,2853.63886519904,2768.42,2244.7573417778,0
2646,"554",5067,58638,1254.22,2746.06,3533.63,3778.81,1341.24372902653,1254.22,974.681382374499,0
280,"560",3781,19450,575.73,1084.38,973.13,1053.49,623.273147164305,575.73,641.548505749489,0
3310,"553",1773,27907,1838.82,3608.71,3906.66,4105.44,1932.38346331649,1838.82,1698.5783564989,0
1598,"554",1817,49074,1234.26,1853.47,2128.62,2281.4,1322.8480254813,1234.26,1074.7168974265,0
1710,"554",2518,28435,972.12,2175.24,2566.43,2744.76,1039.66836858983,972.12,823.943886566164,0
3118,"556",1618,45711,826.21,1538.59,1738.32,1818.33,864.238131816927,826.21,731.279881667357,0
377,"556",3548,53099,1861.76,3330.4,4369.29,4720.59,2011.4493747039,1861.76,1419.08765588917,0
3491,"557",1508,46735,857.42,1616.39,1597.47,1673.24,898.088502945282,857.42,867.575049171502,0
1552,"559",1207,36460,811.1,1137.66,1141.34,1325.71,942.123627490494,811.1,808.484786303818,0
4033,"554",1910,25131,517.73,1027.19,1058.19,1138.86,557.198601196382,517.73,502.562941154235,3
1669,"557",4934,124879,964.67,2432.19,2352.22,2481.44,1017.66447220073,964.67,997.46653259474,0
1208,"559",1669,28743,564.16,1019.71,951.49,1013.85,601.134658272814,564.16,604.609185172729,0
1035,"554",4203,88275,1104.32,2629.47,3025.62,3161.96,1154.08268956445,1104.32,959.729348166657,0
300,"558",1746,48239,991.43,1868.54,2095.4,2246.84,1063.0832209602,991.43,884.092112341319,0
