"Id","Regiao","Prima","CustoProduto","Pmaquinabase","Pmaquina1","Pmaquina2","Pmaquina3","Cmaquina1","Cmaquina2","Cmaquina3","Resposta"
3803,"553",2152,31830,820.16,1396.03,1367.13,1485.67,891.273768551637,820.16,837.497505577377,2
3790,"552",1064,52525,1248.5,1478.83,1396.44,1501.84,1342.73383747243,1248.5,1322.16153576237,2
820,"554",1518,20113,1121.15,2200.55,1547.58,1690.59,1224.75411836545,1121.15,1594.1965084196,0
3415,"552",2462,41429,1559.46,2746.31,3512.57,3789.11,1682.23422753141,1559.46,1219.26697335569,0
1435,"556",3145,57688,885.03,1480.9,1950.31,2233.39,1013.48870266778,885.03,672.016718880588,0
334,"559",4088,77161,2325.72,4526.04,6184.9,6378.27,2398.43329793529,2325.72,1701.93564144934,0
2981,"554",3240,67147,1540.24,3291.47,3930.76,4242.81,1662.51454538054,1540.24,1289.73881712442,0
3310,"560",1747,27093,1160.12,2027.1,1872.15,1988.97,1232.51014950725,1160.12,1256.13826456213,0
2017,"553",2113,36186,999.66,1679.64,1995.42,2157.78,1080.99866434134,999.66,841.461407823917,0
2550,"554",3498,21734,2705.54,4251.4,5372.8,5600.9,2820.40258077725,2705.54,2140.84513773079,0
459,"554",2901,91768,1634.48,2118.3,2386.68,2490.44,1705.53839274641,1634.48,1450.6842073508,0
192,"558",1989,23000,1115.51,1930.44,2354.82,2677.15,1268.20206916028,1115.51,914.475469207837,0
1831,"558",1702,36820,1108.3,1539.76,1766.09,1909.11,1198.05140904484,1108.3,966.267861773749,0
3310,"560",1470,60721,877.61,1908.45,2042.15,2143.42,921.130586000049,877.61,820.152684425728,0
2601,"554",3791,73268,2074.36,2544.95,2648.33,2782.95,2179.80393757576,2074.36,1993.38544743291,0
3589,"555",1743,31265,626.72,1092.37,1075.53,1176.43,685.515243275408,626.72,636.532803733973,0
1322,"554",1939,24217,665.83,2436.02,2691.5,2887.98,714.43571369125,665.83,602.628718781349,0
1958,"553",1412,23005,564.75,1237.27,1016.38,1091.82,606.668121175151,564.75,687.487192290285,0
3179,"559",2057,64804,1504.37,2571.98,2821.16,2967.44,1582.37310638177,1504.37,1371.49596357527,0
1551,"560",2935,28624,936.8,1735.77,1868.35,1992.33,998.964189793133,936.8,870.323727353012,0
874,"555",1817,39956,1661.65,2175.37,2330.42,2479.43,1767.89800100411,1661.65,1551.09532208786,0
1347,"556",4088,61369,1895.28,2582.51,3178.54,3446.54,2055.08136792364,1895.28,1539.88295028535,0
3110,"557",1854,32014,915.43,1477.93,1704.44,1805.43,969.670264075004,915.43,793.774764673441,0
2413,"553",1460,16593,426.23,860.07,860.87,963.11,476.850599161314,426.23,425.833907674794,0
3310,"558",1645,88124,1287.85,1836.28,1789.94,1839.4,1323.43614311094,1287.85,1321.19132373152,0
1735,"553",3548,61814,1014.22,2224.84,2480.43,2741.58,1121.00130525756,1014.22,909.71211636692,0
2632,"558",4114,35495,807.21,1298.55,1359.62,1421.12,843.722713111016,807.21,770.952579029435,0
12,"553",1854,28900,662.84,1028.62,1060.19,1151.82,720.127872173856,662.84,643.102161687999,1
3310,"555",4216,28007,1221.95,1939.97,2228.56,2414.01,1323.63477738988,1221.95,1063.7121466328,0
1973,"554",2318,49271,866.54,1376.81,1528.84,1609.1,912.031026137464,866.54,780.370043562439,0
601,"554",1903,22298,701.05,1307.96,1225.83,1389.14,794.446698971309,701.05,748.020001142083,0
2376,"556",929,12556,826.4,1266.64,1066.46,1217.73,943.619143709094,826.4,981.519509404947,0
247,"560",1168,22426,704.8,1173.55,1271.96,1383.29,766.488562533413,704.8,650.27048020378,0
1835,"553",3376,40237,676.4,993.98,1129.9,1210.92,724.901573590583,676.4,595.033252500221,0
1692,"556",1854,28873,594.73,939.08,926.71,990.39,635.597592234896,594.73,602.668632474021,0
3310,"553",6764,94854,1259.05,2357.12,3104.43,3412.95,1384.17509736087,1259.05,955.966775221216,0
3310,"556",4924,48494,1340.21,2098.94,2763.48,2943.73,1427.62617543822,1340.21,1017.92680873392,0
1480,"559",2238,88596,1144.91,1841.72,1891.68,2159.13,1306.77996717204,1144.91,1114.67248435253,0
3310,"556",5712,154011,1749.59,3673.58,4294.84,4461.97,1817.67378815043,1749.59,1496.50716492349,0
946,"560",3257,60645,1299.82,2199.3,2224.71,2375.88,1388.14332726513,1299.82,1284.973828499,0
1767,"556",2901,22230,1261.22,2140.17,2576,3068.57,1502.38426063665,1261.22,1047.83587243789,0
2860,"559",1312,25231,1249.72,1854.29,2362.81,2527.99,1337.08578463778,1249.72,980.757360431012,0
3721,"556",2554,11374,809.93,1336.2,1442.32,1712.81,961.822760067114,809.93,750.338666870043,0
2152,"559",3572,55254,1630.22,2923.42,3737.35,3963.67,1728.94005308574,1630.22,1275.18636263663,0
265,"554",1876,43860,740.55,1751.85,1938.34,2100.9,802.656652083742,740.55,669.300802490791,0
3745,"555",2000,77339,1034.48,2397.93,1940.31,1986.49,1059.10095562049,1034.48,1278.46098118342,2
3310,"554",1682,18657,597.03,2851.74,3404.43,3711.54,650.887439659502,597.03,500.105548417797,0
3562,"554",1833,31827,636.27,1179.71,1188.57,1279.47,684.930948029986,636.27,631.527029707968,0
3571,"559",2551,29883,1086.39,1792.7,1911.46,2090.33,1188.0518602011,1086.39,1018.89202651376,0
2319,"556",1669,45420,1086.57,1811.66,2162.27,2217.81,1114.47960324104,1086.57,910.383719979466,0
3310,"556",3338,17930,1823.43,2611.5,3150.92,3406.25,1971.18887102814,1823.43,1511.26891352367,0
3310,"558",706,26951,1076.74,1938.33,2286.77,2460.77,1158.66899154703,1076.74,912.674840145708,0
3310,"558",2880,58659,1682.11,1848.94,1942.2,2011.54,1742.16432365359,1682.11,1601.33892668108,0
3310,"554",1951,32717,1040.56,1883.8,2132.35,2288.75,1116.88123431894,1040.56,919.270723849274,0
3578,"558",1623,14024,844.09,1322.98,1594.9,1594.9,844.09,844.09,700.178185591573,0
1591,"554",2880,49378,1177.06,2193.57,2455.24,2587.36,1240.39929359248,1177.06,1051.61348959776,0
3469,"554",1508,34482,680.26,1405.89,1541.21,1630.65,719.737069575204,680.26,620.532394287605,0
2726,"555",2901,73624,750,1461.2,1311.13,1346.24,770.08382082631,750,835.84389038463,0
3310,"552",2058,97120,847.07,1887.93,1703.79,1796.39,893.107764043691,847.07,938.618529924463,0
1360,"558",1900,43627,1908.91,3548.13,4162.61,4377.03,2007.23976959167,1908.91,1627.11876402065,0
2596,"554",1954,81197,854.15,1756.07,1621.54,1692.22,891.380855853078,854.15,925.013993179323,0
3129,"559",3240,70637,1170.22,4821.79,5895.53,6245.07,1239.60115806382,1170.22,957.09038776836,0
719,"552",1600,17942,962.78,1611.86,1553.76,1787.48,1107.60348728246,962.78,998.781388888889,0
3610,"554",1873,56305,969.4,1748.71,2068.86,2254.13,1056.21145075065,969.4,819.388201231596,0
485,"555",2029,25294,1599.19,1965.79,2440.18,2779.04,1821.26440574056,1599.19,1288.2950069667,0
3099,"554",2095,28210,1263.68,2144.76,3160.32,3502.93,1400.67543236128,1263.68,857.599963547995,0
3339,"558",2224,64606,721.77,1365.28,1481.26,1598.4,778.848526254675,721.77,665.256704157272,0
3310,"554",3263,94550,891.11,2106.48,2479.02,2633.19,946.528039668901,891.11,757.196550572404,0
3856,"554",1747,37236,552.76,1006.76,867.32,911.43,580.872165751971,552.76,641.627839321127,2
2240,"558",3693,63270,1374.18,2418.86,3230.55,3230.55,1374.18,1374.18,1028.91118688768,0
1865,"553",1877,67885,1851.43,2801.52,3676.84,3879.14,1953.2958111313,1851.43,1410.67279881637,0
3310,"558",2076,34794,1320.62,2058.71,2309.69,2450.64,1401.21150318874,1320.62,1177.11623646463,0
2818,"560",1765,23005,1148.27,1747.99,2043.11,2212.24,1243.32455168836,1148.27,982.406467248459,0
1935,"553",3338,20376,1012.67,1948.31,1786.63,1910.88,1083.09546442184,1012.67,1104.31095845251,0
2105,"556",2076,38757,1641.87,2101.02,2612.02,2815.16,1769.5602442554,1641.87,1320.66435456084,0
3056,"556",2541,45717,2407.04,4017.06,4407,4668.14,2549.67091118675,2407.04,2194.0603817563,0
3310,"553",3572,88861,1491.76,3513.79,4797.86,5112.02,1589.43924066146,1491.76,1092.51444819149,0
3310,"558",1719,23782,518.01,882.94,855.71,965.3,584.351068703182,518.01,534.493869885826,0
248,"553",1765,26951,692.77,1047.89,1153.88,1237.9,743.21418431726,692.77,629.135399954935,0
755,"552",6055,69987,1380.06,1933.97,2510.66,2699.56,1483.89458293835,1380.06,1063.06494634877,0
781,"557",2195,15191,1244.01,2447.05,3395.13,3542.04,1297.83931113094,1244.01,896.623890837759,0
1050,"554",2555,39189,1477.49,2574.65,3353.47,3660.33,1612.68804304198,1477.49,1134.3532605033,0
1742,"552",1719,22671,1467.13,2670.68,2948.32,3119.99,1552.55566855023,1467.13,1328.9720072448,0
1661,"559",2121,38570,827.33,1394.05,1686.6,1906.85,935.369506996324,827.33,683.825083896597,0
364,"560",5202,91749,1931.37,2687.65,4560.13,4560.13,1931.37,1931.37,1138.31109650383,0
3310,"556",1460,19068,766.44,1251.74,1251.42,1351.59,827.789742532483,766.44,766.635985999904,0
3876,"554",1431,14683,517.53,826.99,912.6,1142.55,647.933269230769,517.53,468.981081196581,2
3310,"553",1516,30120,879.85,3380.35,4378.34,4643.27,933.089049616978,879.85,679.298763344098,0
3499,"554",3669,82027,1383.48,2204.16,2478.41,2590.81,1446.22311030056,1383.48,1230.390160143,0
3107,"555",1628,32016,1221.01,1488.98,1759.72,1869.91,1297.46710220944,1221.01,1033.15270031596,0
3310,"552",4358,112088,2063.38,2937.33,3576.63,3723.28,2147.9832933236,2063.38,1694.56387029131,0
3570,"558",5129,39852,2102.1,3325.15,4354.27,4591.07,2216.41934170366,2102.1,1605.27432037976,0
1539,"558",1501,38603,953.48,1464.33,1670.66,1796.27,1025.16820873188,953.48,835.723228185268,0
21,"557",3593,81532,1528.13,2671.24,3558.14,3873.11,1663.40154808411,1528.13,1147.22916501318,1
3310,"554",4788,15830,773.86,1012.84,1826.13,2155.86,913.589842782277,773.86,429.211700371825,0
2651,"552",1852,40125,1184.23,2171.93,2612.07,2733.28,1239.18278392233,1184.23,984.68443184907,0
2027,"559",1810,24309,787.5,1475.42,1603.35,1701.1,835.510805500982,787.5,724.666011787819,0
1166,"552",2652,31937,634.23,1149.28,1074.43,1202.69,709.941158288581,634.23,678.413534990646,0
2439,"557",1528,21377,561.69,3236.67,3911.71,4246.18,609.71719381038,561.69,464.759701588308,0
2024,"553",2573,86130,1577.62,3053.61,4044.02,4278.21,1668.98028699166,1577.62,1191.2493529211,0
1548,"560",2176,39863,1250.61,2071.43,2207.56,2320.3,1314.4786021671,1250.61,1173.49067400207,0
4146,"559",1386,25568,799.22,1326.44,1203.75,1407.37,934.411839169263,799.22,880.679025379024,3
1908,"553",4611,41019,1014.93,2026.23,2662.5,2865.28,1092.22859357746,1014.93,772.387460619718,0
3310,"555",2651,51818,1358.58,2312.16,3045.39,3274.92,1460.97570872696,1358.58,1031.47850777733,0
1842,"554",1890,19450,726.36,1488.17,1597.56,1766.76,803.289888079321,726.36,676.623827086307,0
39,"554",1743,30644,837.95,1683.28,1776.14,1908.05,900.182698154425,837.95,794.140369565462,1
2696,"556",1669,20196,1069.75,1864.64,2029.9,2659.03,1401.29924749988,1069.75,982.658574314006,0
1900,"558",1790,74792,682.57,1503.76,1486.93,1556.66,714.579311870767,682.57,690.295752456404,0
3281,"556",1582,17736,1134.42,1668.69,1931.07,2091.89,1228.89478568876,1134.42,980.283112367755,0
1683,"554",1582,15104,505.28,1066.95,1169.19,1331.22,575.303279706463,505.28,461.095712416288,0
3310,"556",2070,21368,721.92,1194.32,1143.96,1269.41,801.087859016049,721.92,753.700736389384,0
1392,"559",3933,77506,1867.03,3669.94,4866.95,5079.12,1948.42137552266,1867.03,1407.84024454741,0
3310,"553",1786,46022,2281.53,3969.01,6157.52,6331.15,2345.8646759572,2281.53,1470.62703577089,0
1012,"559",3081,45091,845.48,1872.88,1988.1,2122.9,902.806444343846,845.48,796.480349278205,0
252,"552",6770,175320,1524.73,3244.01,3583.08,3736.89,1590.1817122978,1524.73,1380.44346408676,0
3175,"557",3902,38494,965.43,1853.49,1868.77,1994.56,1030.41469030432,965.43,957.536160522697,0
1845,"560",1207,36460,728.43,1233.56,1272.09,1322.27,757.164301346603,728.43,706.366774992335,0
3680,"552",4418,48397,901.94,1696.46,2209.91,2344.73,956.96466199981,901.94,692.383460140911,0
2366,"30",1600,8645,592.87,1144.74,1357.93,1612.68,704.093430147357,592.87,499.791597357743,0
3310,"559",3555,83371,1221.37,2578.96,2789.57,2923.94,1280.20182243141,1221.37,1129.15767491047,0
1473,"555",2224,66617,1554.6,1443.58,1677.67,1770.12,1640.26808132708,1554.6,1337.68230224061,0
647,"557",2501,82179,1070.8,2296.07,2284.28,2518.27,1180.487294027,1070.8,1076.32678830966,0
3727,"556",3572,79253,982.02,1953.7,2303.24,2434.68,1038.06136294958,982.02,832.988517913895,0
1511,"560",2764,58129,998.07,1806.04,1619.28,1829.2,1127.45766266489,998.07,1113.18261375426,0
1417,"554",1682,17079,1155.25,2195.88,2544.57,2818.81,1279.75660032933,1155.25,996.942654358104,0
3719,"555",6071,108247,1739.42,3334.07,4280.88,4537.9,1843.85313720543,1739.42,1354.70932130777,0
1575,"552",1463,26821,1413.33,2059.61,2675.82,2975.76,1571.75403457632,1413.33,1087.85665751059,0
2899,"557",1214,19988,630.38,1305.88,1352.74,1432.47,667.534366249242,630.38,608.543130535062,0
2607,"556",1951,26479,1446.34,2599.01,3238.02,3463.57,1547.08736629175,1446.34,1160.91071809316,0
1892,"557",2880,49818,2026.41,3815.62,3995.55,4208.35,2134.33507865,2026.41,1935.15549153433,0
3236,"554",1935,21327,2088.58,3760.78,5108,5394.08,2205.55356429131,2088.58,1537.72315826155,0
2682,"556",2076,35084,1149.48,1577.26,1934.7,2122.73,1261.19588587378,1149.48,937.111089471236,0
2916,"553",4958,29229,958.4,1699.34,1919.02,2137.16,1067.34382340987,958.4,848.687067357297,0
3752,"553",1773,27907,707.61,1541.25,1555.06,1672.71,761.145115365324,707.61,701.325937584402,2
3652,"554",1399,58125,655.02,1258.27,1191.12,1251.85,688.416605379811,655.02,691.947087950836,0
458,"560",3145,83437,1228.69,1868.63,2177.94,2346.49,1323.77788097927,1228.69,1054.19203224148,0
3909,"554",1890,19181,1037.4,1484.28,1578.67,1786.42,1173.91988699348,1037.4,975.372986121229,2
3310,"557",1508,37621,840.22,1491.17,2030.05,2363.69,978.310687815571,840.22,617.182265165883,0
3936,"555",1749,27615,725.52,1198,1224.03,1284.65,761.451327173354,725.52,710.091223254332,2
2231,"557",1817,46970,957.03,1630.28,1489.54,1583.34,1017.29653463485,957.03,1047.45550196705,0
3310,"556",1669,19000,638.12,1144.78,1252.85,1395.69,710.873370954224,638.12,583.076197150497,0
1073,"555",1529,21930,608.04,1022.75,992.41,1090.43,668.09590511986,608.04,626.629024294394,0
2751,"552",2087,34025,873.74,1033.98,1115.92,1208.19,945.985313104882,873.74,809.582842139221,0
3159,"559",2925,165521,2186.7,3074.91,4107.38,4371.35,2327.23318636211,2186.7,1637.03034464793,0
3444,"556",2940,39965,1355.34,2315.88,2666.56,2854.33,1450.77838946058,1355.34,1177.09888365535,0
1841,"558",1623,14024,776.4,2583.7,3055.9,3263.64,829.179651166596,776.4,656.430079518309,0
253,"554",2195,17264,861.44,1828.32,2123.69,2418.68,981.097852888133,861.44,741.628006347442,0
9,"553",4088,61565,820.14,2009.09,2274.91,2622.09,945.303723048384,820.14,724.30780672642,1
3463,"559",2087,40331,1011.14,1932.14,2118.9,2233.65,1065.89874982302,1011.14,922.018046911133,0
1803,"554",1962,32469,691.2,1288.31,1284.76,1366.14,734.982384258539,691.2,693.109897568417,0
652,"552",1882,59502,1377.4,2609.83,2659.43,2895.45,1499.64196463152,1377.4,1351.71064551426,0
883,"554",6480,87092,1495.77,2654.33,3451.31,3812.41,1652.26783618394,1495.77,1150.36527698178,0
1612,"554",1529,21930,1330.74,2398.28,2468.01,2786.07,1502.23653542733,1330.74,1293.14189456283,0
198,"559",4794,35264,1575.07,2449.12,2816.03,3137.88,1755.08806781178,1575.07,1369.8488433717,0
3103,"555",1962,26332,989.05,1437.73,1600.08,1731.96,1070.56837033148,989.05,888.697350444978,0
1317,"555",1747,23354,1290.26,3210.9,3419.29,3576.02,1349.40164923127,1290.26,1211.62458697566,0
1925,"555",2020,37877,1183.97,1944.88,2240.23,2394.78,1265.65025760748,1183.97,1027.87641161845,0
1674,"559",4702,65210,1102.8,2315.19,2717.5,2904.53,1178.69942373505,1102.8,939.536902299908,0
342,"558",1672,19622,743.9,1057.78,1341.15,1476.95,819.224624389516,743.9,586.722247325057,0
3712,"558",1561,30639,489.63,955.61,959.02,1013.67,517.531690788513,489.63,487.889016183187,0
729,"559",2152,34165,948.32,1672.89,1959.17,2180.93,1055.66108995136,948.32,809.748538820011,0
3833,"558",1623,18405,778.49,1490,1422.77,1529.77,837.036658982126,778.49,815.275905452041,2
2666,"558",2035,36009,1009.75,1439.5,1575.67,1715.31,1099.23668820248,1009.75,922.487021394074,0
3351,"554",1548,35388,935.23,1466.15,1686.85,1783.52,988.826160950885,935.23,812.868639475946,0
1277,"556",1903,19309,1490.91,3302.78,3590.36,4116.21,1709.27111796589,1490.91,1371.49136292739,0
3033,"554",1418,25933,940.03,1604.14,1203.84,1295.52,1011.61920653907,940.03,1252.60809094232,0
2675,"30",4708,121103,1240.14,2702.45,3181.76,3311.19,1290.5873373856,1240.14,1053.3215399653,0
176,"559",1833,38390,942.65,2921.06,3225.92,3397.04,992.653182967959,942.65,853.566489249578,0
939,"556",1669,17930,1443.31,2163.77,2665.28,2964.65,1605.42569317295,1443.31,1171.73087956988,0
1123,"553",1855,20694,1027.72,1855.45,2212.23,2503.06,1162.82883027533,1027.72,861.973246000642,0
3481,"554",1618,30899,1032.35,1588.38,2002.19,2322.91,1197.71656960628,1032.35,818.985257642881,0
1828,"554",1600,19023,712.98,1113.3,1232.28,1398.2,808.978995033596,712.98,644.139833479404,0
3805,"553",3587,73760,717.24,1727.92,1669.1,2181.06,937.237717572344,717.24,742.515931220418,2
1294,"558",1669,24526,809.04,1597.81,1897.12,2101.92,896.378382390149,809.04,681.397171712912,0
1264,"552",3870,45546,855.9,1715.15,1595.86,1707.84,915.957700550174,855.9,919.878238065996,0
165,"554",2263,22012,616.8,1420.2,1490.22,1609.24,666.062213632886,616.8,587.81881869791,0
55,"553",2352,35769,1127.49,1744.55,2009.3,2186.81,1227.0972014632,1127.49,978.92931841935,1
3310,"560",1686,25683,956.94,1777.99,1923.89,2166.65,1077.68845983918,956.94,884.369558862513,0
2515,"556",3257,60645,1426.58,2086.07,2591.04,2761.52,1520.44322032852,1426.58,1148.55260459121,0
1672,"554",1765,20856,1110.44,1860.66,1936.63,2172.05,1245.42695403872,1110.44,1066.87972942689,0
396,"30",4705,38941,1140.32,2032.31,2381.12,2611.26,1250.53420373606,1140.32,973.274651928504,0
3813,"555",1529,17129,369.02,700.46,573.25,573.25,369.02,369.02,450.909287745312,2
1010,"30",1789,14091,1066.16,1327.41,1706.84,1986.82,1241.04661901526,1066.16,829.152964308313,0
2262,"554",1460,11729,883.49,1313.79,1479.3,1778.83,1062.3798531062,883.49,784.641605556682,0
889,"558",2858,90222,978.88,1677.53,1794.16,1870.5,1020.53052124671,978.88,915.247562313283,0
2202,"554",1634,52341.9,551.71,1782.12,1255.46,1302.76,572.495913529702,551.71,783.149941216765,0
2804,"554",4794,37701,1364.94,1689.32,1930.07,2109.08,1491.53536151539,1364.94,1194.68228654919,0
563,"555",1852,34539,1012.53,1745.25,1852.43,2030.21,1109.70375738894,1012.53,953.945888643565,0
1623,"554",6596,117033,3473.85,4427.41,5227.81,5429.23,3607.69244396793,3473.85,2941.98875408632,0
2862,"556",2901,27308,1566.54,3713.16,4398.79,4861.76,1731.41739214648,1566.54,1322.36675685814,0
3310,"555",2901,76220,1977.2,2128.35,2410.42,2499.95,2050.63895088823,1977.2,1745.8258809668,0
2781,"555",3669,58719,1148.26,1860.48,2185.98,2375.14,1247.62269389473,1148.26,977.280105398951,0
3665,"556",1669,45420,1304.6,2127.12,2107.93,2168.99,1342.39009549653,1304.6,1316.47671032719,0
3014,"552",1765,29939,763.72,1172.45,1107.5,1211.84,835.671733453725,763.72,808.508816252822,0
4117,"557",1935,31116,691.02,1263.16,1250.91,1350.73,746.16194978056,691.02,697.787069573351,3
3471,"555",1529,19816,791.21,1504.7,1601.81,1762.41,870.537963990736,791.21,743.242761001617,0
3310,"554",1532,13519,450.82,1021.71,1023.98,1139.87,501.842021719174,450.82,449.820604113362,0
345,"553",5073,19735,766.83,952.13,1228.5,1376.2,859.024376068376,766.83,594.319778510379,0
3310,"555",1298,10948,407.07,753.98,692.65,758.1,445.534926730672,407.07,443.113605139681,0
3310,"552",760,33545,1137.75,1378.59,1254.48,1323.33,1200.19347259422,1137.75,1250.31150157834,0
1945,"559",1836,31479,710.73,1092.81,1105.26,1224.06,787.123539981543,710.73,702.724111340318,0
905,"553",2070,20712,633.73,1172.85,1065.55,1184.82,704.665176293933,633.73,697.546084651119,0
3310,"558",1789,13038,604.87,984.29,899.23,1038.53,698.570600513773,604.87,662.085887147893,0
1599,"554",1907,15125,942.42,1905.08,2177.36,2479.88,1073.35879670794,942.42,824.569889039938,0
446,"554",2318,53785,1424.28,2278.88,2543.7,2543.7,1424.28,1424.28,1276.00078877226,0
3310,"553",1910,28583,960.06,1868.48,2221.72,2389.21,1032.43655933241,960.06,807.416285040419,0
800,"554",2536,27921,1580.74,2151.97,2401.92,2695.09,1773.67962571609,1580.74,1416.24411212696,0
3310,"554",1900,28568,1407.4,2783.62,3398.9,3653.54,1512.84009414811,1407.4,1152.62784665627,0
3511,"556",2462,44563,856.44,1494.66,1583.56,1704.56,921.880677966102,856.44,808.360030816641,0
1526,"552",1733,23794,1071.33,1562.59,1741.53,1882.49,1158.04379580024,1071.33,961.252200478889,0
1659,"554",2397,37701,972.7,2168.67,2347.08,2535.24,1050.67911958689,972.7,898.761571399356,0
3310,"553",3867,20993,939.51,1327.89,1500.1,1764.1,1104.85273715086,939.51,831.655178921405,0
2425,"552",2880,50200,1616.11,4846.75,6194.2,6429.87,1677.59794738626,1616.11,1264.55089317426,0
1980,"558",1740,26296,1541.34,1870.07,2320.55,2560.39,1700.64489995906,1541.34,1242.12522626102,0
2301,"552",4088,111343,3509.27,5007.25,5420.41,5664.26,3667.14283425055,3509.27,3241.7828554482,0
2248,"557",1669,40271,1225.44,2045.49,2343.06,2676.96,1400.07249596681,1225.44,1069.80839824844,0
3310,"558",1460,16252,1114.64,1531.16,1769.7,2052.31,1292.64102299825,1114.64,964.396328417246,0
913,"556",1493,36528,909.81,1742.33,1732,1820.87,956.492918418014,909.81,915.236291743649,0
1584,"553",1501,38603,852.77,1660.26,1679.23,1757.13,892.330264526003,852.77,843.136390012089,0
1525,"556",3820,18994,691.95,1175.83,1352.84,1507.87,771.244675275716,691.95,601.413004124656,0
3465,"554",1833,41423,2326.15,3341.52,3988.98,4157.89,2424.64886349393,2326.15,1948.58754568837,0
421,"554",1628,20818,888.67,1153.71,1339.75,1512.23,1003.07776383654,888.67,765.267748236611,0
3310,"552",3555,82550,1321.9,2215.23,2872.77,3082.06,1418.20442082032,1321.9,1019.33413987197,0
1215,"558",3175,65410,1586.73,2110.7,2283.37,2399.89,1667.70057401998,1586.73,1466.740392928,0
4091,"30",1493,30746,646.88,1120.92,1197.6,1289.29,696.406074816299,646.88,605.461531062124,3
3309,"554",1890,17649,1628.17,2039.29,2820.06,3105.23,1792.81374477848,1628.17,1177.39012620299,0
3375,"554",8614,138464,1762.86,2405.21,3079.99,3194.48,1828.38938204345,1762.86,1376.64359319348,0
747,"556",3555,74935,1027.65,1978.61,1905.92,2110.97,1138.21058622607,1027.65,1066.84360649975,0
2004,"559",2555,70958,1357.16,2092.92,2349.96,2510.87,1450.08950331069,1357.16,1208.713044988,0
2674,"551",1582,14637,771.39,1246.58,1434.94,1665.48,895.322882629239,771.39,670.132093467323,0
3173,"558",1962,29251,853.36,1606.64,1813.9,1953.25,918.918032967639,853.36,755.853305253873,0
696,"554",2555,37632,2331.11,4302.52,4869.66,5194.83,2486.76912993926,2331.11,2059.61964432835,0
3319,"558",1294,33422,471.54,1106.95,791.48,851.72,507.429181786021,471.54,659.487546116137,0
