"Id","Regiao","Prima","CustoProduto","Pmaquinabase","Pmaquina1","Pmaquina2","Pmaquina3","Cmaquina1","Cmaquina2","Cmaquina3","Resposta"
1855,"560",2087,62310,1259.86,1711.43,1932.36,2031.4,1324.43209546875,1259.86,1115.81806692335,0
3490,"553",4114,81537,607.47,1589.92,1501.46,1540.5,623.265045355854,607.47,643.259695496384,0
3310,"553",1728,33317,725.17,1213.65,1296.2,1430.87,800.5122650054,725.17,678.986707683999,0
3310,"558",11354,119219,946.79,1943.44,2026.71,2026.74,946.804014683897,946.79,907.889909064444,0
3723,"556",1833,36560,790.68,1836.11,2025.64,2310.21,901.757885310322,790.68,716.699638040323,0
3007,"552",2901,40803,952.82,1444.02,1446.66,1534.3,1010.54271632588,952.82,951.08120525901,0
3434,"558",2296,24505,3818.59,5014.81,5878.1,6156.56,3999.48596492064,3818.59,3257.77093242714,0
3076,"552",5094,42319,1809.51,2716.91,3532.15,3748.56,1920.37620304913,1809.51,1391.86495876449,0
1104,"554",1440,21527,1325.76,1648.44,1950.78,2115.31,1437.57542398425,1325.76,1120.288199797,0
3168,"553",1773,27907,1080.54,1839.75,1977.18,2116.37,1156.60811853246,1080.54,1005.43373137499,0
3543,"558",2296,21220,1442.5,2030.02,2307.27,2570.47,1607.05204635782,1442.5,1269.16392533167,0
3803,"553",2152,31830,820.16,1396.03,1367.13,1485.67,891.273768551637,820.16,837.497505577377,2
3310,"556",2901,71171,1129.94,2079.33,2829.43,2990.18,1194.1359175523,1129.94,830.385674923925,0
3790,"552",1064,52525,1248.5,1478.83,1396.44,1501.84,1342.73383747243,1248.5,1322.16153576237,2
820,"554",1518,20113,1121.15,2200.55,1547.58,1690.59,1224.75411836545,1121.15,1594.1965084196,0
976,"557",2651,76300,1681.91,4465.14,6072.14,6405.05,1774.12207977748,1681.91,1236.79026132467,0
3415,"552",2462,41429,1559.46,2746.31,3512.57,3789.11,1682.23422753141,1559.46,1219.26697335569,0
1435,"556",3145,57688,885.03,1480.9,1950.31,2233.39,1013.48870266778,885.03,672.016718880588,0
4084,"560",1740,27853,1192.39,2048.23,1685.15,1961.09,1387.64151861852,1192.39,1449.30063774738,3
334,"559",4088,77161,2325.72,4526.04,6184.9,6378.27,2398.43329793529,2325.72,1701.93564144934,0
2981,"554",3240,67147,1540.24,3291.47,3930.76,4242.81,1662.51454538054,1540.24,1289.73881712442,0
1815,"553",3809,26544,1178.29,1896.95,2362.23,2643.44,1318.55869987258,1178.29,946.206430152864,0
3310,"560",1747,27093,1160.12,2027.1,1872.15,1988.97,1232.51014950725,1160.12,1256.13826456213,0
2058,"556",2057,77354,3056.16,3449.99,3574.82,3704.15,3166.7258950101,3056.16,2949.44121337578,0
2017,"553",2113,36186,999.66,1679.64,1995.42,2157.78,1080.99866434134,999.66,841.461407823917,0
2550,"554",3498,21734,2705.54,4251.4,5372.8,5600.9,2820.40258077725,2705.54,2140.84513773079,0
2617,"558",1196,66427,1226.13,2002.16,2236.98,2297.55,1259.32953423812,1226.13,1097.42082665022,0
459,"554",2901,91768,1634.48,2118.3,2386.68,2490.44,1705.53839274641,1634.48,1450.6842073508,0
192,"558",1989,23000,1115.51,1930.44,2354.82,2677.15,1268.20206916028,1115.51,914.475469207837,0
2987,"556",1842,34637,742.7,1166.7,1277.81,1344.85,781.665580172326,742.7,678.119665677996,0
1831,"558",1702,36820,1108.3,1539.76,1766.09,1909.11,1198.05140904484,1108.3,966.267861773749,0
1146,"558",2940,29465,1757.12,2420.42,3191.98,3499.6,1926.45854673275,1757.12,1332.39192927274,0
3310,"560",1470,60721,877.61,1908.45,2042.15,2143.42,921.130586000049,877.61,820.152684425728,0
2601,"554",3791,73268,2074.36,2544.95,2648.33,2782.95,2179.80393757576,2074.36,1993.38544743291,0
3589,"555",1743,31265,626.72,1092.37,1075.53,1176.43,685.515243275408,626.72,636.532803733973,0
1322,"554",1939,24217,665.83,2436.02,2691.5,2887.98,714.43571369125,665.83,602.628718781349,0
1958,"553",1412,23005,564.75,1237.27,1016.38,1091.82,606.668121175151,564.75,687.487192290285,0
3179,"559",2057,64804,1504.37,2571.98,2821.16,2967.44,1582.37310638177,1504.37,1371.49596357527,0
1551,"560",2935,28624,936.8,1735.77,1868.35,1992.33,998.964189793133,936.8,870.323727353012,0
968,"558",1669,34087,2396.63,3206.41,3911.36,4180.77,2561.70713130471,2396.63,1964.68195162296,0
874,"555",1817,39956,1661.65,2175.37,2330.42,2479.43,1767.89800100411,1661.65,1551.09532208786,0
1347,"556",4088,61369,1895.28,2582.51,3178.54,3446.54,2055.08136792364,1895.28,1539.88295028535,0
3534,"559",1382,16640,889.58,1458.19,1537,1694.5,980.737351984385,889.58,843.966597397528,0
3110,"557",1854,32014,915.43,1477.93,1704.44,1805.43,969.670264075004,915.43,793.774764673441,0
2413,"553",1460,16593,426.23,860.07,860.87,963.11,476.850599161314,426.23,425.833907674794,0
3310,"558",1645,88124,1287.85,1836.28,1789.94,1839.4,1323.43614311094,1287.85,1321.19132373152,0
1735,"553",3548,61814,1014.22,2224.84,2480.43,2741.58,1121.00130525756,1014.22,909.71211636692,0
2632,"558",4114,35495,807.21,1298.55,1359.62,1421.12,843.722713111016,807.21,770.952579029435,0
12,"553",1854,28900,662.84,1028.62,1060.19,1151.82,720.127872173856,662.84,643.102161687999,1
3310,"555",4216,28007,1221.95,1939.97,2228.56,2414.01,1323.63477738988,1221.95,1063.7121466328,0
3412,"558",1582,17736,775.19,863.64,915.16,1037.7,878.988005376109,775.19,731.549774465667,0
1973,"554",2318,49271,866.54,1376.81,1528.84,1609.1,912.031026137464,866.54,780.370043562439,0
601,"554",1903,22298,701.05,1307.96,1225.83,1389.14,794.446698971309,701.05,748.020001142083,0
2376,"556",929,12556,826.4,1266.64,1066.46,1217.73,943.619143709094,826.4,981.519509404947,0
3965,"554",2901,70545,1112.4,1378.03,1297.41,1330.89,1141.1057691863,1112.4,1181.5236293847,2
3324,"554",1830,34263,838.34,2503.6,2791.09,2943.16,884.016192383621,838.34,751.988658194469,0
247,"560",1168,22426,704.8,1173.55,1271.96,1383.29,766.488562533413,704.8,650.27048020378,0
1835,"553",3376,40237,676.4,993.98,1129.9,1210.92,724.901573590583,676.4,595.033252500221,0
3502,"555",1833,44942,1340.77,2855.9,3589.08,3895.73,1455.32501702386,1340.77,1066.87648171676,0
1692,"556",1854,28873,594.73,939.08,926.71,990.39,635.597592234896,594.73,602.668632474021,0
3310,"553",6764,94854,1259.05,2357.12,3104.43,3412.95,1384.17509736087,1259.05,955.966775221216,0
3310,"556",4924,48494,1340.21,2098.94,2763.48,2943.73,1427.62617543822,1340.21,1017.92680873392,0
2839,"555",1773,24299,1198.54,1614.27,1977.25,2219.64,1345.46836545707,1198.54,978.514181717031,0
1480,"559",2238,88596,1144.91,1841.72,1891.68,2159.13,1306.77996717204,1144.91,1114.67248435253,0
3310,"556",5712,154011,1749.59,3673.58,4294.84,4461.97,1817.67378815043,1749.59,1496.50716492349,0
946,"560",3257,60645,1299.82,2199.3,2224.71,2375.88,1388.14332726513,1299.82,1284.973828499,0
3347,"556",1747,33309,758.54,1548.26,1334.14,1400.17,796.082084189066,758.54,880.280285727135,0
1767,"556",2901,22230,1261.22,2140.17,2576,3068.57,1502.38426063665,1261.22,1047.83587243789,0
2860,"559",1312,25231,1249.72,1854.29,2362.81,2527.99,1337.08578463778,1249.72,980.757360431012,0
3733,"553",2195,17455,999.02,1514.98,1661.82,1831.46,1101.00081188095,999.02,910.745640081357,0
3721,"556",2554,11374,809.93,1336.2,1442.32,1712.81,961.822760067114,809.93,750.338666870043,0
2152,"559",3572,55254,1630.22,2923.42,3737.35,3963.67,1728.94005308574,1630.22,1275.18636263663,0
3769,"554",1852,33626,757.08,1189.53,1432.98,1561.56,825.012104007034,757.08,628.459135786961,2
2218,"553",1529,16256,370.55,786.85,781.73,802.01,380.16297890576,370.55,372.976945364768,0
1402,"556",1688,40237,1031.77,1564.06,1754.8,1852.93,1089.4675097447,1031.77,919.62057567814,0
265,"554",1876,43860,740.55,1751.85,1938.34,2100.9,802.656652083742,740.55,669.300802490791,0
2942,"560",1854,40266,1799.62,2755,3278.58,3529,1937.07610611911,1799.62,1512.22575017233,0
3745,"555",2000,77339,1034.48,2397.93,1940.31,1986.49,1059.10095562049,1034.48,1278.46098118342,2
3310,"554",1682,18657,597.03,2851.74,3404.43,3711.54,650.887439659502,597.03,500.105548417797,0
3562,"554",1833,31827,636.27,1179.71,1188.57,1279.47,684.930948029986,636.27,631.527029707968,0
3571,"559",2551,29883,1086.39,1792.7,1911.46,2090.33,1188.0518602011,1086.39,1018.89202651376,0
2319,"556",1669,45420,1086.57,1811.66,2162.27,2217.81,1114.47960324104,1086.57,910.383719979466,0
2161,"556",5219,54999,1753.57,3203.05,4259.44,4567.43,1880.36648599346,1753.57,1318.66451657964,0
3310,"556",3338,17930,1823.43,2611.5,3150.92,3406.25,1971.18887102814,1823.43,1511.26891352367,0
3411,"554",5435,85578,1775.57,3720.69,5020.43,5223.63,1847.43552227598,1775.57,1315.89237242627,0
3310,"558",706,26951,1076.74,1938.33,2286.77,2460.77,1158.66899154703,1076.74,912.674840145708,0
3987,"559",2057,71783,1246.61,1387.75,1348.88,1386.14,1281.04500429986,1246.61,1282.53293658443,2
42,"554",1728,31989,789.17,1420.87,1431.4,1538.76,848.360506636859,789.17,783.364522774906,1
3310,"558",2880,58659,1682.11,1848.94,1942.2,2011.54,1742.16432365359,1682.11,1601.33892668108,0
3310,"554",1951,32717,1040.56,1883.8,2132.35,2288.75,1116.88123431894,1040.56,919.270723849274,0
2068,"558",3240,70637,1796.57,2476.29,2978.48,3200.81,1930.67578822084,1796.57,1493.65727663103,0
3578,"558",1623,14024,844.09,1322.98,1594.9,1594.9,844.09,844.09,700.178185591573,0
2966,"554",1669,19000,572.45,1088.4,1124.94,1244.41,633.244888171814,572.45,553.855832311057,0
3310,"552",2296,29190,1431.64,1598.12,1805.08,1914.25,1518.22460500366,1431.64,1267.49646375784,0
1591,"554",2880,49378,1177.06,2193.57,2455.24,2587.36,1240.39929359248,1177.06,1051.61348959776,0
3469,"554",1508,34482,680.26,1405.89,1541.21,1630.65,719.737069575204,680.26,620.532394287605,0
2726,"555",2901,73624,750,1461.2,1311.13,1346.24,770.08382082631,750,835.84389038463,0
1634,"556",1833,36560,1131.92,1547.48,1736.75,1839.41,1198.82825231035,1131.92,1008.56401992227,0
2792,"553",3792,27440,1032.05,1696.78,2026.52,2232.54,1136.9702282731,1032.05,864.122633381363,0
3310,"552",2058,97120,847.07,1887.93,1703.79,1796.39,893.107764043691,847.07,938.618529924463,0
1360,"558",1900,43627,1908.91,3548.13,4162.61,4377.03,2007.23976959167,1908.91,1627.11876402065,0
2596,"554",1954,81197,854.15,1756.07,1621.54,1692.22,891.380855853078,854.15,925.013993179323,0
3129,"559",3240,70637,1170.22,4821.79,5895.53,6245.07,1239.60115806382,1170.22,957.09038776836,0
719,"552",1600,17942,962.78,1611.86,1553.76,1787.48,1107.60348728246,962.78,998.781388888889,0
3610,"554",1873,56305,969.4,1748.71,2068.86,2254.13,1056.21145075065,969.4,819.388201231596,0
485,"555",2029,25294,1599.19,1965.79,2440.18,2779.04,1821.26440574056,1599.19,1288.2950069667,0
3099,"554",2095,28210,1263.68,2144.76,3160.32,3502.93,1400.67543236128,1263.68,857.599963547995,0
3339,"558",2224,64606,721.77,1365.28,1481.26,1598.4,778.848526254675,721.77,665.256704157272,0
3310,"554",3263,94550,891.11,2106.48,2479.02,2633.19,946.528039668901,891.11,757.196550572404,0
3856,"554",1747,37236,552.76,1006.76,867.32,911.43,580.872165751971,552.76,641.627839321127,2
2240,"558",3693,63270,1374.18,2418.86,3230.55,3230.55,1374.18,1374.18,1028.91118688768,0
1865,"553",1877,67885,1851.43,2801.52,3676.84,3879.14,1953.2958111313,1851.43,1410.67279881637,0
3310,"558",2076,34794,1320.62,2058.71,2309.69,2450.64,1401.21150318874,1320.62,1177.11623646463,0
2818,"560",1765,23005,1148.27,1747.99,2043.11,2212.24,1243.32455168836,1148.27,982.406467248459,0
2547,"552",1719,21362,1120.75,1844.93,2204.14,2497.77,1270.05350272669,1120.75,938.100709346956,0
2523,"556",2186,71849,1515.24,2243.25,2579.17,2823.09,1658.54088392778,1515.24,1317.8899141972,0
1935,"553",3338,20376,1012.67,1948.31,1786.63,1910.88,1083.09546442184,1012.67,1104.31095845251,0
2105,"556",2076,38757,1641.87,2101.02,2612.02,2815.16,1769.5602442554,1641.87,1320.66435456084,0
3056,"556",2541,45717,2407.04,4017.06,4407,4668.14,2549.67091118675,2407.04,2194.0603817563,0
3310,"553",3572,88861,1491.76,3513.79,4797.86,5112.02,1589.43924066146,1491.76,1092.51444819149,0
3310,"558",1719,23782,518.01,882.94,855.71,965.3,584.351068703182,518.01,534.493869885826,0
3306,"558",2880,57910,2379.94,2181.78,2750.56,2903.74,2512.47999520098,2379.94,1887.79939110581,0
248,"553",1765,26951,692.77,1047.89,1153.88,1237.9,743.21418431726,692.77,629.135399954935,0
755,"552",6055,69987,1380.06,1933.97,2510.66,2699.56,1483.89458293835,1380.06,1063.06494634877,0
781,"557",2195,15191,1244.01,2447.05,3395.13,3542.04,1297.83931113094,1244.01,896.623890837759,0
1050,"554",2555,39189,1477.49,2574.65,3353.47,3660.33,1612.68804304198,1477.49,1134.3532605033,0
1742,"552",1719,22671,1467.13,2670.68,2948.32,3119.99,1552.55566855023,1467.13,1328.9720072448,0
1661,"559",2121,38570,827.33,1394.05,1686.6,1906.85,935.369506996324,827.33,683.825083896597,0
3310,"554",1443,19715,823.41,1432.97,1495.9,1674.53,921.735909686476,823.41,788.77052456715,0
364,"560",5202,91749,1931.37,2687.65,4560.13,4560.13,1931.37,1931.37,1138.31109650383,0
3310,"556",1460,19068,766.44,1251.74,1251.42,1351.59,827.789742532483,766.44,766.635985999904,0
3876,"554",1431,14683,517.53,826.99,912.6,1142.55,647.933269230769,517.53,468.981081196581,2
3310,"553",1516,30120,879.85,3380.35,4378.34,4643.27,933.089049616978,879.85,679.298763344098,0
3499,"554",3669,82027,1383.48,2204.16,2478.41,2590.81,1446.22311030056,1383.48,1230.390160143,0
3107,"555",1628,32016,1221.01,1488.98,1759.72,1869.91,1297.46710220944,1221.01,1033.15270031596,0
3310,"552",4358,112088,2063.38,2937.33,3576.63,3723.28,2147.9832933236,2063.38,1694.56387029131,0
752,"555",1721,50210,706.76,1253,1054.48,1104.45,740.252145133146,706.76,839.817047265003,0
3570,"558",5129,39852,2102.1,3325.15,4354.27,4591.07,2216.41934170366,2102.1,1605.27432037976,0
1539,"558",1501,38603,953.48,1464.33,1670.66,1796.27,1025.16820873188,953.48,835.723228185268,0
21,"557",3593,81532,1528.13,2671.24,3558.14,3873.11,1663.40154808411,1528.13,1147.22916501318,1
3310,"554",4788,15830,773.86,1012.84,1826.13,2155.86,913.589842782277,773.86,429.211700371825,0
2651,"552",1852,40125,1184.23,2171.93,2612.07,2733.28,1239.18278392233,1184.23,984.68443184907,0
2027,"559",1810,24309,787.5,1475.42,1603.35,1701.1,835.510805500982,787.5,724.666011787819,0
1166,"552",2652,31937,634.23,1149.28,1074.43,1202.69,709.941158288581,634.23,678.413534990646,0
4024,"554",2113,30054,630.66,1042.51,932.2,1027.04,694.821976399914,630.66,705.287874490453,2
623,"558",2692,31836,1268.87,2031.92,2325.36,2467.36,1346.3545787319,1268.87,1108.74975504868,0
2439,"557",1528,21377,561.69,3236.67,3911.71,4246.18,609.71719381038,561.69,464.759701588308,0
748,"557",1728,31989,685.86,1185.25,1261.37,1349.75,733.915928712432,685.86,644.470349699137,0
2024,"553",2573,86130,1577.62,3053.61,4044.02,4278.21,1668.98028699166,1577.62,1191.2493529211,0
1548,"560",2176,39863,1250.61,2071.43,2207.56,2320.3,1314.4786021671,1250.61,1173.49067400207,0
4146,"559",1386,25568,799.22,1326.44,1203.75,1407.37,934.411839169263,799.22,880.679025379024,3
1908,"553",4611,41019,1014.93,2026.23,2662.5,2865.28,1092.22859357746,1014.93,772.387460619718,0
3310,"555",2651,51818,1358.58,2312.16,3045.39,3274.92,1460.97570872696,1358.58,1031.47850777733,0
3519,"559",1852,31042,796.65,1304.56,1431.42,1550,862.645135599614,796.65,726.046669740537,0
1842,"554",1890,19450,726.36,1488.17,1597.56,1766.76,803.289888079321,726.36,676.623827086307,0
3310,"558",1862,48601,1396.64,1865.49,2007.55,2169.27,1509.14759423178,1396.64,1297.80974501258,0
39,"554",1743,30644,837.95,1683.28,1776.14,1908.05,900.182698154425,837.95,794.140369565462,1
2696,"556",1669,20196,1069.75,1864.64,2029.9,2659.03,1401.29924749988,1069.75,982.658574314006,0
1900,"558",1790,74792,682.57,1503.76,1486.93,1556.66,714.579311870767,682.57,690.295752456404,0
3281,"556",1582,17736,1134.42,1668.69,1931.07,2091.89,1228.89478568876,1134.42,980.283112367755,0
1683,"554",1582,15104,505.28,1066.95,1169.19,1331.22,575.303279706463,505.28,461.095712416288,0
3310,"556",2070,21368,721.92,1194.32,1143.96,1269.41,801.087859016049,721.92,753.700736389384,0
1392,"559",3933,77506,1867.03,3669.94,4866.95,5079.12,1948.42137552266,1867.03,1407.84024454741,0
3310,"556",2880,48281,964.41,1245.39,1342.09,1386.64,996.423103070584,964.41,894.92252375027,0
3310,"553",1786,46022,2281.53,3969.01,6157.52,6331.15,2345.8646759572,2281.53,1470.62703577089,0
1012,"559",3081,45091,845.48,1872.88,1988.1,2122.9,902.806444343846,845.48,796.480349278205,0
252,"552",6770,175320,1524.73,3244.01,3583.08,3736.89,1590.1817122978,1524.73,1380.44346408676,0
3175,"557",3902,38494,965.43,1853.49,1868.77,1994.56,1030.41469030432,965.43,957.536160522697,0
3310,"558",2352,31414,986.35,1606.25,1935.54,1935.54,986.35,986.35,818.544017431828,0
1845,"560",1207,36460,728.43,1233.56,1272.09,1322.27,757.164301346603,728.43,706.366774992335,0
3680,"552",4418,48397,901.94,1696.46,2209.91,2344.73,956.96466199981,901.94,692.383460140911,0
2366,"30",1600,8645,592.87,1144.74,1357.93,1612.68,704.093430147357,592.87,499.791597357743,0
3310,"559",3555,83371,1221.37,2578.96,2789.57,2923.94,1280.20182243141,1221.37,1129.15767491047,0
1473,"555",2224,66617,1554.6,1443.58,1677.67,1770.12,1640.26808132708,1554.6,1337.68230224061,0
3310,"558",2516,76160,795.83,1368.08,1444.99,1553.74,855.724194769514,795.83,753.471723956567,0
647,"557",2501,82179,1070.8,2296.07,2284.28,2518.27,1180.487294027,1070.8,1076.32678830966,0
3727,"556",3572,79253,982.02,1953.7,2303.24,2434.68,1038.06136294958,982.02,832.988517913895,0
1511,"560",2764,58129,998.07,1806.04,1619.28,1829.2,1127.45766266489,998.07,1113.18261375426,0
3396,"553",2501,51689,1995.77,3068.09,3796.41,4033.7,2120.51318192714,1995.77,1612.89270107812,0
1417,"554",1682,17079,1155.25,2195.88,2544.57,2818.81,1279.75660032933,1155.25,996.942654358104,0
3719,"555",6071,108247,1739.42,3334.07,4280.88,4537.9,1843.85313720543,1739.42,1354.70932130777,0
1575,"552",1463,26821,1413.33,2059.61,2675.82,2975.76,1571.75403457632,1413.33,1087.85665751059,0
119,"559",3467,35908,1130.72,1938.07,2247.3,2477.54,1246.56433444578,1130.72,975.132163218084,1
2899,"557",1214,19988,630.38,1305.88,1352.74,1432.47,667.534366249242,630.38,608.543130535062,0
2607,"556",1951,26479,1446.34,2599.01,3238.02,3463.57,1547.08736629175,1446.34,1160.91071809316,0
1892,"557",2880,49818,2026.41,3815.62,3995.55,4208.35,2134.33507865,2026.41,1935.15549153433,0
3236,"554",1935,21327,2088.58,3760.78,5108,5394.08,2205.55356429131,2088.58,1537.72315826155,0
2682,"556",2076,35084,1149.48,1577.26,1934.7,2122.73,1261.19588587378,1149.48,937.111089471236,0
2916,"553",4958,29229,958.4,1699.34,1919.02,2137.16,1067.34382340987,958.4,848.687067357297,0
3752,"553",1773,27907,707.61,1541.25,1555.06,1672.71,761.145115365324,707.61,701.325937584402,2
3652,"554",1399,58125,655.02,1258.27,1191.12,1251.85,688.416605379811,655.02,691.947087950836,0
458,"560",3145,83437,1228.69,1868.63,2177.94,2346.49,1323.77788097927,1228.69,1054.19203224148,0
2338,"554",2296,18810,1730.59,3120.08,3913.38,4189.45,1852.67474037788,1730.59,1379.77381373646,0
1728,"552",2880,65969,1513.12,3386.61,4578.65,4866,1608.08140390727,1513.12,1119.183017527,0
3909,"554",1890,19181,1037.4,1484.28,1578.67,1786.42,1173.91988699348,1037.4,975.372986121229,2
3310,"557",1508,37621,840.22,1491.17,2030.05,2363.69,978.310687815571,840.22,617.182265165883,0
3936,"555",1749,27615,725.52,1198,1224.03,1284.65,761.451327173354,725.52,710.091223254332,2
2231,"557",1817,46970,957.03,1630.28,1489.54,1583.34,1017.29653463485,957.03,1047.45550196705,0
3310,"556",1669,19000,638.12,1144.78,1252.85,1395.69,710.873370954224,638.12,583.076197150497,0
1073,"555",1529,21930,608.04,1022.75,992.41,1090.43,668.09590511986,608.04,626.629024294394,0
2800,"553",1654,18991,1063.04,2055.86,2701.89,3016.49,1186.81720188461,1063.04,808.863948717379,0
2751,"552",2087,34025,873.74,1033.98,1115.92,1208.19,945.985313104882,873.74,809.582842139221,0
1344,"556",3451,30342,1382.2,2086.82,2671.51,2817.43,1457.6968628229,1382.2,1079.68998955647,0
3159,"559",2925,165521,2186.7,3074.91,4107.38,4371.35,2327.23318636211,2186.7,1637.03034464793,0
3444,"556",2940,39965,1355.34,2315.88,2666.56,2854.33,1450.77838946058,1355.34,1177.09888365535,0
1841,"558",1623,14024,776.4,2583.7,3055.9,3263.64,829.179651166596,776.4,656.430079518309,0
253,"554",2195,17264,861.44,1828.32,2123.69,2418.68,981.097852888133,861.44,741.628006347442,0
9,"553",4088,61565,820.14,2009.09,2274.91,2622.09,945.303723048384,820.14,724.30780672642,1
3463,"559",2087,40331,1011.14,1932.14,2118.9,2233.65,1065.89874982302,1011.14,922.018046911133,0
1803,"554",1962,32469,691.2,1288.31,1284.76,1366.14,734.982384258539,691.2,693.109897568417,0
652,"552",1882,59502,1377.4,2609.83,2659.43,2895.45,1499.64196463152,1377.4,1351.71064551426,0
883,"554",6480,87092,1495.77,2654.33,3451.31,3812.41,1652.26783618394,1495.77,1150.36527698178,0
3310,"553",4088,144199,2148.13,2815.41,3536.32,3841.75,2333.66279847412,2148.13,1710.21476656524,0
1612,"554",1529,21930,1330.74,2398.28,2468.01,2786.07,1502.23653542733,1330.74,1293.14189456283,0
198,"559",4794,35264,1575.07,2449.12,2816.03,3137.88,1755.08806781178,1575.07,1369.8488433717,0
4123,"553",2057,75961,1226.38,2507.59,2187.86,2296.06,1287.03027744006,1226.38,1405.60100929676,3
3688,"554",5268,57619,1661.54,2697.28,3736.24,3857.56,1715.49211035694,1661.54,1199.50501338244,0
3103,"555",1962,26332,989.05,1437.73,1600.08,1731.96,1070.56837033148,989.05,888.697350444978,0
1601,"554",1688,31335,1252.12,4322.28,4681.81,4851.86,1297.59877978816,1252.12,1155.9660117775,0
1317,"555",1747,23354,1290.26,3210.9,3419.29,3576.02,1349.40164923127,1290.26,1211.62458697566,0
1925,"555",2020,37877,1183.97,1944.88,2240.23,2394.78,1265.65025760748,1183.97,1027.87641161845,0
1674,"559",4702,65210,1102.8,2315.19,2717.5,2904.53,1178.69942373505,1102.8,939.536902299908,0
342,"558",1672,19622,743.9,1057.78,1341.15,1476.95,819.224624389516,743.9,586.722247325057,0
3712,"558",1561,30639,489.63,955.61,959.02,1013.67,517.531690788513,489.63,487.889016183187,0
3649,"552",2462,41429,605.7,1066.39,1091.1,1196.29,664.093898817707,605.7,591.982790761617,0
1874,"558",5915,152133,965.63,2908.63,3131.42,3236.05,997.894553110091,965.63,896.928673541077,0
729,"559",2152,34165,948.32,1672.89,1959.17,2180.93,1055.66108995136,948.32,809.748538820011,0
3310,"555",2516,84055,484.28,2129.91,1980.55,2233.49,546.128366968771,484.28,520.801199060867,0
3833,"558",1623,18405,778.49,1490,1422.77,1529.77,837.036658982126,778.49,815.275905452041,2
2558,"553",1508,31738,521.51,972.34,884.22,982.91,579.717032073466,521.51,573.482881409604,0
3310,"557",1817,41572,733.64,1156.43,1229.73,1302.96,777.328010538899,733.64,689.910228424126,0
2666,"558",2035,36009,1009.75,1439.5,1575.67,1715.31,1099.23668820248,1009.75,922.487021394074,0
